id,sentence,num_aspect_terms,aspect_terms,at_polarity
461,Staff friendly hai jo vaastv mem aapko apne meal aur saath hii us company ko enjoy krne detaa hai।,2,"['Staff', 'meal']","['positive', 'positive']"
2830,"jb bhii maim apne office mem chaarom or noise aur congestion se stress mhsoos krtaa hoom, to maim Cafe St. Bart ko nikl pड़taa hoom~।",0,[],[]
1356,lgtaa hai ki 555Soul ads ne unke bd़e se modeling career ko launch nhiim kiyaa।,0,[],[]
539,Restaurant bhle hii small hai lekin hm lucky the ki ek table quickly mil gyaa।,1,['table'],['positive']
2152,Bagels shaandaar haim।,1,['Bagels'],['positive']
2018,maim apne fondue appetizer ke baad pretty much full thaa।,1,['fondue appetizer'],['neutral']
3551,Extra spice ke lie request krne se phle thoड़aa CAREFUL rhie।,1,['spice'],['neutral']
3178,hme lgaa ki yh place foods mem bhut jyaadaa MSG cooking use kr rhaa hai।,2,"['foods', 'MSG cooking']","['negative', 'negative']"
586,maim pichhle Wed ko Rao's mem thaa।,0,[],[]
2211,aur Tom Kha soup bhut dyniiy thaa।,1,['Tom Kha soup'],['negative']
2317,maimne ek Bombay beer ke saath shuruaat kii jo do ke lie big enough thii।,1,['Bombay beer'],['positive']
370,Kalbi aur nebbiolo saath work krte haim।,2,"['Kalbi', 'nebbiolo']","['neutral', 'neutral']"
599,"maimne ab tk kaa best Italian food khaayaa (aur being Italian, iske bhut maayne hai)।",1,['Italian food'],['positive']
803,maim apne sbhii friends ko Scopa ke wonderful Italian food ke lie us place pr jaane kii slaah doomgaa।,1,['Italian food'],['positive']
1750,Magnificent block ke mt mem located hai।,1,['located'],['positive']
737,"yh restaurant km se km khne ke lie time, effort yaa money ke lie worth nhiim hai।",0,[],[]
269,aapke friends aapko is gem se introduce kraane ke lie thank you khemge!,0,[],[]
3169,aapke average bagel place se thod़aa adhik expensive bhii hai।,1,['bagel'],['neutral']
1199,Sauces kaa bhii use utnaa exciting nhiim hai।,1,['Sauces'],['negative']
2444,yh secret hai ki lunch menu jo hr entree ordere ke saath ek complimentary appetizer offer krtaa hai।,3,"['lunch menu', 'appetizer', 'entree']","['positive', 'positive', 'positive']"
340,Rice poor quality kaa thaa aur itnaa badly cooked thaa ki vh hard ho gyaa thaa।,3,"['Rice', 'quality', 'cooked']","['negative', 'negative', 'negative']"
228,hmaare paas champagne aur caviar thaa aur princesses kii trh feel hotaa thaa!,2,"['champagne', 'caviar']","['positive', 'positive']"
1118,"ydi aap Roth's jaate haim to Mike se served lene kii koshish krem, to vh great hai !!",1,['served'],['positive']
2484,"ek month phle kii visit ke aadhaar pr, maim Christmas ke ek week phle vaaps aayaa aur behd disappoint thaa।",0,[],[]
808,maim phir jaaoomgaa ydi mujhe pay nhiim krnaa pd़aa।,0,[],[]
2654,maimne crab cocktail kaa order diyaa aur yh ek lime juice concoction mem bhigoyaa gyaa thaa jhm aap sbhii lime kaa taste le skte the।,3,"['crab cocktail', 'lime juice concoction', 'lime']","['negative', 'neutral', 'neutral']"
550,"hm is place pr many times aae haim, aur hmeshaa shaandaar food, wine aur service paaye haim।",3,"['food', 'wine', 'service']","['positive', 'positive', 'positive']"
3243,"ummiid hai ki next time, maim dessert ke lie room bchaaoomgaa।",1,['dessert'],['neutral']
1995,"Alain Ducasse sb kuchh ke lie best hai, meraa mtlb hai ki sb kuchh excelent thaa।",0,[],[]
2316,"ek typical pizza joint nhiim, blki low key ke lie nice aur night ke dinner ke lie fairly sstaa aur achchhaa hai।",1,['dinner'],['positive']
486,Corned beef naajuk thaa aur mere mouth mem melt ho jaataa thaa।,1,['Corned beef'],['positive']
1290,GO HERE.,0,[],[]
3469,"mere paas best Chicken pad tai, jo maimne kbhii liyaa hai।",1,['Chicken pad tai'],['positive']
3574,hm kul milaakr an hour se adhik time tk apnii table pr nhiim the।,0,[],[]
1662,$20 mem aap sushi mem binaa hichk ke kuchh bhii khaa skte haim,1,['sushi'],['neutral']
2584,Since maimne ise discover kiyaa hai yh hmeshaa merii first choice rhii hai।,0,[],[]
3205,"Haru bhut taaज़aa fish serve krtaa hai, ek ubhrtaa, aadhunik ambiance, Park Avenue South mem mukhy location aur mitrvt service hai।",4,"['fish', 'service', 'ambiance', 'location']","['positive', 'positive', 'positive', 'positive']"
528,Winter mem warm aur friendly aur grmii ke months mem outdoor seating kii suvidhaa।,1,['outdoor seating'],['positive']
2640,"hm bilkul thod़aa tipsy se sake ho ge, nhiim to Saturday nights kyaa girlfriends ke saath nhiim hote?",1,['sake'],['neutral']
291,I loved it and will be back soon.,0,[],[]
3643,"hmeshaa se nice crowd, lekin kbhii loud nhiim",1,['crowd'],['positive']
40,"mere turkey burger ko bilkul nhiim pkaayaa gyaa thaa, mere friends kaa salmon poorii trh se raw thaa।",2,"['turkey burger', 'salmon']","['negative', 'negative']"
3111,"Service spotty hai, kbhii-kbhii really friendly aur kbhii-kbhii barely hii।",1,['Service'],['conflict']
1340,Decor minimalist aur clean hai - distract  krne yaa commend krne ke lie kuchh bhii nhiim।,1,['Decor'],['neutral']
1111,"uske drinks bhut inventive, svaadisht aur classy haim।",1,['drinks'],['positive']
2622,"achchhaa food, great prices, great service.",3,"['food', 'prices', 'service']","['positive', 'positive', 'positive']"
3259,yh aapkaa corner nhiim hai Chinese food le jaaie।,1,['Chinese food'],['neutral']
2495,"haalmki, yh place Joya aur Thai kii tulnaa mem bhut km pretension hai aur Thai food abhii bhii above-average hai।",2,"['place', 'Thai food']","['positive', 'positive']"
469,"mere pti aur maimne yhm~ review pdh़kr khaayaa bhii aur saath hii saath hobokeni.com,",0,[],[]
3040,"Regular menu se order ke lie try krem, phir aapko regret nhiim hogaa!",1,['menu'],['positive']
513,"hmem khiim bhii baithne ke lie khaa, aur jb hm baithe to unhomne khaa ki table reserved thii।",1,['table'],['negative']
3011,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",1,['eel'],['neutral']
3454,"hmne lox aur mussels ke saath shuruaat kii (ab tk kaa jo hmne best khaayaa), aur dinner mem cod aur trout khaayaa thaa।",5,"['lox', 'mussels', 'cod', 'trout', 'dinner']","['positive', 'positive', 'neutral', 'neutral', 'neutral']"
3248,"Crispy chicken hmaare lie nhiim thaa, phir bhii।",1,['Crispy chicken'],['negative']
2058,JUST AWSOME.,0,[],[]
3291,Food is great.,1,['Food'],['positive']
3190,yhm~ unke lie bhut se variety haim jo merii trh vegetarian khaate haim।,0,[],[]
3127,yh place incredibly chhotaa hai।,1,['place'],['negative']
1236,Problem just itnaa hai ki yh ek type kaa affair hai।,0,[],[]
3710,Price ek Jersey se adhik nhiim hai lekin better hai।,1,['Price'],['positive']
663,Fried rice vaastv mem bhut good hai।,1,['Fried rice'],['positive']
1532,mere dining experience ko uncomfortable bnaa diyaa।,1,['dining experience'],['negative']
1277,It's a steal!,0,[],[]
222,hm internet pr phle ke comments ko dekhkr is restaurant mem ge।,0,[],[]
3147,maim is restaurant se bhut disappoint thaa।,0,[],[]
2187,Drinks hmeshaa achchhaa bnaa hai aur wine selection kaaphii priced hai।,3,"['Drinks', 'wine selection', 'priced']","['positive', 'neutral', 'positive']"
3639,hmne ek house salad bhii share kiyaa thaa jo fresh thaa।,1,['house salad'],['positive']
2852,Ceiling shaandaar hai!,1,['Ceiling'],['positive']
221,maim aur merii wife NYC mem apnaa 30th anniversary mnaa rhe the।,0,[],[]
2913,maim glad hoom~ ki mujhe is place pr introduced kiyaa gyaa thaa aur jo NY mem ek rare gem hai।,0,[],[]
616,maimne ise highly recommend kiyaa।,0,[],[]
3611,"oh, aur strollers ke saath families ke lie yh bhut tiny hai।",0,[],[]
1580,Staff sbse friendliest thaa jo New York mem dekhaa gyaa hai।,1,['Staff'],['positive']
2924,"hmaare lemon salad ke exception ke saath, jis pr itnaa pepper thaa ki hmaare eyes se water niklne lgaa, yhm~ kaa food decent thaa, pr great nhiim।",3,"['food', 'lemon salad', 'pepper']","['neutral', 'negative', 'negative']"
2414,"Pad thai, lad nar aur any vibhinn sbhii dishes paper pr achchhe lgte haim lekin, maimne km asthetically pleasing places pr behtr thai food khaayaa hai।",5,"['Pad thai', 'lad nar', 'dishes', 'places', 'thai food']","['conflict', 'conflict', 'conflict', 'negative', 'neutral']"
3321,ekmaatr problem yh hai ki manager bilkul ek incompetent hai।,1,['manager'],['negative']
699,Wine list mज़edaar hai aur ismem kii good values haim।,1,['Wine list'],['positive']
3173,Murray ise nhiim kremge।,0,[],[]
1370,maim abhii bhii mad hoom~ ki mujhe lousy food ke lie pay krnaa pd़aa।,1,['food'],['negative']
3340,yh restaurant hmaaraa hmeshaa keThursday night kaa dinner location huaa krtaa thaa।,1,['dinner location'],['neutral']
3334,"ydi aapke abroad se achchhe Indian restaurant food aadi haim, to avshy jaaem।",1,['Indian restaurant food'],['positive']
2278,"Menu choices similar haim, lekin dikhte hue taste kii tulnaa mem flavor kii kmii adhik thii।",3,"['taste', 'Menu choices', 'flavor']","['negative', 'neutral', 'negative']"
1324,sbhii Dosa lovers ke lie aavshyk।,1,['Dosa'],['positive']
1477,"Portions bhut HUGE haim, islie two people ke lie tiin things mem bmtkr (ek appetizer aur entree per person ke lie) order krnaa achchhaa ho sktaa hai।",3,"['Portions', 'appetizer', 'entree']","['positive', 'neutral', 'neutral']"
3025,maim sure hoom~ ki maim final judgement pr return aaoomgaa।,0,[],[]
239,"Of course, yh crowded hai lekin care kaun krtaa hai।",0,[],[]
2765,yh quaint aur romantic trattoria mere Manhattan restaurant kii list mem sbse oopr pr hai।,0,[],[]
686,maim three times vhm gyaa aur hmeshaa wonderful experiences rhaa।,0,[],[]
1564,People hmeshaa friendly hote haim।,1,['People'],['positive']
1069,Cream cheeses is world se alg hai aur maim vh coffee psmd krtaa hoom~!!,2,"['Cream cheeses', 'coffee']","['positive', 'positive']"
3118,Entrees se drinks sides tk sb kuchh creatively bnaayaa gyaa thaa phir bhii simple hai।,3,"['Entrees', 'sides', 'drinks']","['positive', 'positive', 'positive']"
3665,"Chance ek chhotaa cozy restaurant hai, jismem romantic feel hai, decor bhut shaandaar hai।",1,['decor'],['positive']
1128,"yh nice aur fresh thaa, lekin maim ise authentic thai hone ke naate high scores nhiim de sktaa।",1,['thai'],['negative']
566,"Club soda, filled with ice, no lime milaa।",1,"['Club soda, filled with ice, no lime']",['neutral']
1576,is place ko cost krne ke lie owners ke afortune bढ़ne chaahie।,2,"['owners', 'cost']","['neutral', 'negative']"
3223,mere mouth se kevl is restaurant ke delight ke baare mem sochkr watering hone lgtaa hai।,0,[],[]
3214,maim other locations pr nhiim gyaa hoom।,0,[],[]
3434,"Oh, aur mupht pudding dessert maatr hii pryaapt- yummy thii!",1,['pudding dessert'],['positive']
2687,People suit yaa evening gowns ke saath-saath shirts jeans bhii phnte haim।,0,[],[]
2064,hmne ek svaadisht vegetable samosa aur malai tikka wrap toड़aa hai।,2,"['vegetable samosa', 'malai tikka wrap']","['positive', 'positive']"
626,hm village mem walk kr rhe the aur kuchh drinks ke lie is place pr ge।,1,['drinks'],['neutral']
1673,Decent wine selection too.,1,['wine selection'],['positive']
1706,Friends ke group ke saath jaaem aur aap ek great time bitaaem~ge।,0,[],[]
3623,yh NY mem khaane ke lie hmaare favorite places mem se ek hai।,0,[],[]
2420,"Place crowded ho jaataa hai, islie maim 4-5 bje ke biich jaane ke lie recommend krtaa hoom।",0,[],[]
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2418,"Bread soft paratha bread hai (plain bread se alg jo ve Calcutta mem use krte haim), aur stuffing tandoori style kii hai aur bhut flavorful hai।",5,"['Bread', 'paratha bread', 'bread', 'stuffing', 'tandoori']","['positive', 'positive', 'negative', 'positive', 'positive']"
2555,"Service friendly hai, prices achchhe haim - delivery time thoड़aa dhiimaa thaa, lekin raaste ke lie pizza ko taste krte haim, maim ise overlook krne kii sochumgaa।",4,"['Service', 'prices', 'delivery time', 'pizza']","['positive', 'positive', 'negative', 'positive']"
2688,Food pricey ho sktaa hai lekin prixe fixe tasting menu achchhe price mem sbse achchhaa food hai aur ve food ko kisii bhii food allergies yaa food mem cater krte haim jise aap psmd nhiim krte haim।,6,"['Food', 'food', 'price', 'food', 'food', 'food']","['conflict', 'positive', 'positive', 'positive', 'neutral', 'negative']"
2737,"Service kmaal, decor shaandaar, aur food svaadisht aur large portions mem aataa hai।",4,"['Service', 'decor', 'food', 'portions']","['positive', 'positive', 'positive', 'positive']"
467,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,0,[],[]
2440,ek behtr service.,1,['service'],['positive']
1570,"haalmki food aisaa hai, ki koii kyaa expect kre।",1,['food'],['neutral']
2244,mujhe unkaa Thai noodles with shrimp and chicken and coconut juice bilkul psmd hai।,1,['Thai noodles with shrimp and chicken and coconut juice'],['positive']
1781,mujhe Yon stars mem se Yon bilkul denaa chaahie।,0,[],[]
3606,Pizza really mem achchhaa thaa।,1,['Pizza'],['positive']
1454,"is last point kaa kevl ek possible drawback hai ki iske posting ke date se, alg se joड़e ge menu items kevl Chinese mem likhe homge।",1,['menu items'],['negative']
3543,"Food average hai, aur maim khnaa chaahoom~gaa ki chain restaurant Baluchi's kaa taste achchhaa hai।",1,['Food'],['neutral']
1206,Place chhotaa aur cramped hai lekin food shaandaar hai।,2,"['Place', 'food']","['negative', 'positive']"
2648,Food tasty hai aur portion sizes thiik hai।,2,"['Food', 'portion sizes']","['positive', 'positive']"
1070,thoड़ii crowded hai lekin ve us line ko really fast move krte haim।,0,[],[]
642,Enjoy!!!,0,[],[]
493,Kosher dills aapke unforgetable sandwich ke lie ek perfect compliment hai aur ve aapko bhut saaraa dete haim।,2,"['Kosher dills', 'sandwich']","['positive', 'positive']"
2694,Kudos to Po!,0,[],[]
621,Entertainment kmaal thaa unke paas shows haim jo poore dinner tk chlte rhe।,3,"['shows', 'dinner', 'Entertainment']","['positive', 'neutral', 'positive']"
1888,meraa boyfriend aur maim kuchh days ke lie NY mem the aur Pastis ek place thaa jo recommend kiyaa gyaa thaa।,0,[],[]
238,Food kaaphii cheap hai aur waiters bhut achchhe haim।,2,"['Food', 'waiters']","['positive', 'positive']"
1164,vhm~ food itnaa achchhaa hai ki order krne ke lie wait krnaa bhii shaandaar lgtaa hai।,2,"['food', 'wait']","['positive', 'negative']"
30,mere sbse recent visit pr bartender itnaa incredibly rude thaa ki maim vhm~ phir kbhii nhiim jaaoom~gaa।,1,['bartender'],['negative']
2273,"unke sushi, Kamikaze aur doosre Rolls taaज़e haim aur achchhe se presented haim।",3,"['sushi', 'Kamikaze', 'Rolls']","['positive', 'positive', 'positive']"
429,"Authentic Thai food ke lie, Toons ke alaavaa khiim mt jaao।",1,['Thai food'],['positive']
589,"yh true hai, aapko lgtaa hai ki aap Goodfellas mem khoye haim।",0,[],[]
289,maimne other review pढ़aa aur khnaa hai ki mujhe last sunday yhm~ bilkul opposite experience huaa।,0,[],[]
1846,"Night kii highlight merii trph se fries ke liye mayonaisse thii jise maimne ek food runners se receive kiyaa thaa, jo achchhaa nhiim lg rhaa hai aur bill lgbhg $100 kaa hai।",4,"['mayonaisse', 'food runners', 'bill', 'fries']","['negative', 'neutral', 'negative', 'negative']"
958,"maimne ek special ke saath jaanaa psmd kiyaa, braised lamb shank in red wine, jo excellent thaa ",2,"['braised lamb shank in red wine', 'special']","['positive', 'positive']"
110,ydi kisii ko doubt hai ki vh wines ke baare mem jyaadaa nhiim jaantaa to kृpyaa apnaa wine list dekhe।,2,"['wines', 'wine list']","['neutral', 'positive']"
3514,Never again!,0,[],[]
2402,"meraa ekmaatr concern sbhii business waitstaff ke saath hai, jo aapko baahr nikaalte hue food order krte haim aur niiche throw kr dete haim।",2,"['waitstaff', 'food']","['negative', 'neutral']"
1612,Have the iced tea.,1,['iced tea'],['positive']
2826,Park avenue ko lekr maimne bhut kuchh expect kiyaa thaa।,0,[],[]
3401,"Main entree ke lie chhotii servings, maimne salmon (impressed nhiim thaa) khaayaa aur girlfriend ne chicken khaayaa, yh achchhaa thaa।",4,"['salmon', 'chicken', 'servings', 'entree']","['negative', 'positive', 'negative', 'negative']"
35,So rude.,0,[],[]
1226,aap asl mem 2 salads worth paa skte haim ydi aap ise home le jaaem aur ismem kuchh lettuce jod़em!,2,"['salads', 'lettuce']","['negative', 'neutral']"
3544,Ambience bhut romantic hai aur definitely date krne ke lie ek achchhaa place hai।,2,"['Ambience', 'place']","['positive', 'positive']"
2304,ve FAST haim।,0,[],[]
3688,"yh restaurant kii tulnaa mem bar kii trh adhik popular hai, kuchh tables ke saath waiter aur bartender hote haim, lekin hmne unobtrusive atmosphere ko achchhe se enjoy kiyaa।",5,"['bar', 'tables', 'waiter', 'bartender', 'atmosphere']","['positive', 'negative', 'neutral', 'neutral', 'positive']"
1182,"is price ke lie food bhut achchhaa hai, adhikmsh fried dumplings se better hai jo abtk maimne khaayem haim।",3,"['food', 'price', 'fried dumplings']","['positive', 'positive', 'negative']"
1303,NY mem better prices mem bhut se achchhe places haim।,1,['prices'],['negative']
1064,"kaaphii neighborhoody hai, bhut quick aur sufficient hai।",0,[],[]
212,Obv caviar line ke sbse top pr hai lekin bm~kii kaa menu sb bhut diverse hai aur yh bhut se different varietis ko taste krne kaa chance detaa hai।,2,"['Obv caviar', 'menu']","['positive', 'positive']"
1313,maimne ek week phle yhm~ khaayaa aur dekhaa ki adhiktr dishes average se jyaadaa best aur kaaphii expensive hai।,1,['dishes'],['negative']
1647,"sbkuchh delicious hai, jbki, merii gf aur maim yhm~ kbhii-kbhii week mem ek baar aate haim- aap bhii addicted ho jaaemge! ",0,[],[]
1982,aur maim binaa cigar smoke kie jaa sktaa thaa।,0,[],[]
2902,"phir bhii, ek baar try krem, ki ydi tum food ko chaahte rhoge, yh tumhaaraa sbse best dining experiences khaa jaa skegaa।",2,"['food', 'dining experiences']","['neutral', 'positive']"
415,maimne food ke lie one hour se jyaadaa wait kiyaa।,1,['food'],['neutral']
1942,hmaare waiter aur sbhii people jo uskii help kr rhe the attentive aur genuine the।,1,['waiter'],['positive']
1894,yh place BISTRO hai jiskaa mtlb hai: hlchl bhre atmosphere mem simple dishes aur wine efficiently served kie jaate haim। ,5,"['place', 'dishes', 'wine', 'atmosphere', 'served']","['positive', 'positive', 'positive', 'positive', 'positive']"
153,City mem yh ek sbse achchhaa comfort food place hai।,1,['comfort food'],['positive']
1346,"kul milaakr, vhm~ ingredients aur technique hai aur mujhe lunch yaa dinner pr return hone ke lie kaaphii encourage kiyaa jaataa hai, yh dekhne ke lie ki kyaa flavour palette kii boldness improve hotii hai।",4,"['ingredients', 'technique', 'lunch', 'dinner']","['positive', 'positive', 'neutral', 'neutral']"
3585,maimne roll pr ek huge pastrami sandwich khaayaa thaa।,1,['pastrami sandwich'],['positive']
204,"bhle hii aap table pr undoubtedly baithe hue homge jo thoड़aa room ke jaisaa dikhtaa ho (no matter ki aapke party kaa size kyaa hai), yh warm atmosphere cramped quarters ke lie worth hai- aapko mज़aa aayegaa aur us tight spot ko bhool jaaemge jismem aap haim।",4,"['table', 'atmosphere', 'room', 'spot']","['negative', 'positive', 'negative', 'negative']"
3216,Fish fresh nhiim thaa aur rice puraanaa aur baasii thaa।,2,"['Fish', 'rice']","['negative', 'negative']"
1686,"Lunch special ke lie $6.25 kaa price dekhte hue, dish ridiculously small thaa।",3,"['price', 'dish', 'Lunch special']","['negative', 'negative', 'negative']"
2419,yh Indian Fast Food kaa pinnacle (mere opinion mem sbhii fast foods) hai।,1,['Indian Fast Food'],['positive']
713,"bshrte, jitnii tumhaarii bad service hogii, utnaa km money tumhem tip mem denaa hai।
",3,"['service', 'money', 'tip']","['negative', 'negative', 'negative']"
2581,hme ab ek four-star restaurant mem jaane kii koii jroort nhiim hai।,0,[],[]
97,Wine list bhii vaastv mem achchhii hai।,1,['Wine list'],['positive']
161,maimne apne friend ko thank kiyaa jisne mujhe is restaurant ko recommend kiyaa aur pkkaa ise doosrom ko bhii recommend kregaa।,0,[],[]
1376,maim next week bhii rukne kaa plan kr rhaa hoom~।,0,[],[]
329,"Service kmaal kii thii, jhm oysters ke aate hii ek sensual hokr dikhtaa hai, aur price ko beat nhiim kiyaa jaa sktaa hai। ",3,"['Service', 'oysters', 'price']","['positive', 'positive', 'positive']"
1067,"Ess-a kii tulnaa mem, Tal ek km doughy bagel offer krtaa hai!",1,['bagel'],['negative']
98,Ballato's lgaataar svaadisht authentic italian food rhaa hai।,1,['italian food'],['positive']
2006,"Service attentive thii, phir bhii discreet hai।",1,['Service'],['positive']
1721,"ek retired hipster ke roop mem, maim kuchh hd tk nishchit kh sktaa hoom ki last year ke jaise Lucky Strike city mem late night tk sbse achchhii laid-back rhii।",0,[],[]
690,un prices aur bnaae ge atmosphere ke lie jo aapse adhik expect krte haim aur adhik paanaa chaahte haim।,2,"['prices', 'atmosphere']","['negative', 'negative']"
3251,"tb, ydi ve phone kaa answer dete haim, to aap lucky haim ki ve aap pr hang up nhiim krte haim।",0,[],[]
2272,ve same menu offer krte haim lekin kuchh creative drinks hai jo alcohol aur cheeky names se loaded hai--mgr ye uskaa cost lete haim।  ,2,"['menu', 'drinks']","['neutral', 'positive']"
601,hm Friday night ko Jekyll aur Hyde restaurant mem khaane ge aur vaakii fun atmosphere aur good food ko enjoy kiyaa।,2,"['atmosphere', 'food']","['positive', 'positive']"
615,Food thoड़aa tradional thaa lekin yh hot aur large portions ke saath achchhaa thaa।,2,"['Food', 'portions']","['positive', 'positive']"
2162,Highly recommended to all!,0,[],[]
2800,highly recommended.,0,[],[]
2525,"jb tk aap pizzeria side ke is place mem nhiim khaa rhe haim, aur rush mem nhiim haim, yh place ek bad idea hai।",2,"['place', 'place']","['negative', 'negative']"
1190,aapko service bhut increase krnaa hai,1,['service'],['negative']
