id,sentence,#aspect terms,aspect_term,at_polarity
41:13:00,"hm, vh ek self profess ""Mac snob hai।",0,[],[]
294:0,aap bs Apple device kii functionality ko beat nhiim kr skte।,1,['functionality'],['positive']
547:17:00,phir bhii meraa mac properly function krtaa hai।,1,['function'],['positive']
463:9,Graphics bhut improve huaa hai।,1,['Graphics'],['positive']
275:7,"yhm ve chiijem haim jo mujhe apnii purchase ke saath confident detii haim : Build Quality - Seriously, aap unibody construction ko beat nhiim kr skte haim।",2,"['Build Quality', 'unibody construction']","['positive', 'positive']"
868:1,yh mid 2012 version hai,0,[],[]
286:3,yh  flexibility for connectivity adhik provide krtaa hai।,1,['flexibility for connectivity'],['positive']
807:15:00,maim tablet kii limitations ke binaa tablet kii portability chaahtaa hoom aur yhii se yh laptop chln mem aataa hai।,1,['portability'],['positive']
721:1,"mere saath past mem PC ke saath kii, kii issues haim aur maim mt mem glad hoom ki maimne Mac revolution join kiyaa hai।",0,[],[]
31:52:00,Mac tutorials mdd krtaa hai।,1,['Mac tutorials'],['positive']
1031:1,jb yh break ho gyaa to maim ek aur Acer chaahtaa thaa aur V5 ko choose kiyaa।,0,[],[]
1069:37:00,Technical support bhii helpful nhiim thii।,:,['Technical support'],['negative']
1069:13:00,mujhe new adapter milaa aur koii change nhiim huaa।,1,['adapter'],['neutral']
1069:14:00,islie maimne technical support ko call kiyaa।,1,['technical support'],['neutral']
740:1,"iske baare mem aisaa kuchh bhii nhiim hai jo maim psmd nhiim krtaa, apple hmeshaa ek great product bnaataa hai।",0,[],[]
820:1,"maimne Amazon pr $100 se adhik tax order krne se bchaa liyaa aur jb se maimne prime kiyaa hai, yh kevl $3.99 adhik pr overnight aa gyaa।",0,[],[]
32:06:00,iPhoto ke saath aataa hai aur garage band phle se hii loaded hai।,2,"['iPhoto', 'garage band']","['neutral', 'neutral']"
32:57:00,yh sb thod़aa magical hai।,0,[],[]
26:4,"Logic board poorii trh se fried huaa, cried huaa, aur niiche laid huaa aur died।",1,['Logic board'],['positive']
293:8,It is BLAZING fast!,0,[],[]
1069:36:00,Sound crappy thaa yhm tk ki jb aap volume ko turn up krte haim tb result same rhtaa hai।,2,"['Sound', 'volume']","['negative', 'negative']"
936:1,mujhe iske saath kbhii koii problem nhiim huii।,0,[],[]
271:3,"maim vrtmaan mem apne new MacBook Pro ke saath-saath ek Lenovo laptop own kiyaa hai, aur prtyek kii apnii strengths aur weaknesses haim।",0,[],[]
271:4,OS X Lion ek great performer hai..bhut jyaadaa fast aur reliable hai।,1,['OS X Lion'],['positive']
189:1,Best computer jo maimne kbhii own kiyaa।,0,[],[]
31:18:00,"maim kyaa kh sktaa hoom~, yh Apple hai।",0,[],[]
479:5,"Mac product kitnaa reliable hai, is baare mem friends aur family se sunne ke baad, mujhe first month ke mdr application crash hone kii kbhii ummiid nhiim thii, lekin maimne kiyaa।",1,['application'],['negative']
462:6,Macbook pro kaa physical form shaandaar hai।,1,['physical form'],['positive']
35:03:00,"mere paas ek iPhone, aur iPad hai, islie Mini add kr ke platform finish off krne kaa hii sense bntaa hai।",0,[],[]
791:1,Super light nhiim hai lekin phir bhii good hai।,0,[],[]
0:3,2010 ke mt se aur ek good reason se Mini body nhiim change huaa hai।,1,['body'],['positive']
461:17:00,Unibody construction vaastv mem Apple ke previous laptop kii tulnaa mem bhut adhik solid feel hotaa hai। ,1,['Unibody construction'],['positive']
1010:1,mujhe ise replacement ke lie return krnaa pd़aa।,0,[],[]
790:1,yh shaandaar product ke lie shaandaar deal thaa।,0,[],[]
730:1,yh poorii trh se mere home business aur personal life ko support krtaa hai।,0,[],[]
00:14,3D rendering ise kaaphii slow kr detaa hai।,1,['3D rendering'],['negative']
22:0,merii wife ke lie OS X Mountain Lion ke saath yh Mac Mini milaa।,1,['OS X Mountain Lion'],['neutral']
547:1,maim yh report krte hue pleased ho rhaa hoom ki yh mere dvaaraa aaj tk receive kie ge best presents mem se ek hai।,0,[],[]
468:1,"hr din mere paas yh computer thaa, is pr kuchh fail ho gyaa hai।",0,[],[]
420:1,"Laptop ke lie fast hai, great screen hai, beautiful apps haim; apple website pr priced 1100 hai; amazon ke paas yh 1098+ tax mem thaa - saath hii mere paas amazon se 10% kaa coupon thaa - On This Day mujhe 998 + tax - 1070 cost pd़aa।",4,"['screen', 'apps', 'priced', 'cost']","['positive', 'positive', 'neutral', 'neutral']"
872:1,12.44 seconds to boot.,1,['boot'],['neutral']
731:5,saare ports bhut jrurii haim kyomki yh meraa main computer hai।,1,['ports'],['neutral']
267:1,"Amazon pr iMac MC309LL / A kii New condition kevl $ 900 + level pr hii hai, aur yh ek Quad-Core 2.5 GHz CPU ($ 799 Mini ke smaan) hai, Radeon HD 6750M 512MB graphic card ke saath (yh mini integrated Intel 4000 card hai), aur yh bhii wireless Apple Keyboard and Mouse ke saath aataa hai, sbhii neat aur nice package mem ek saath rkhaa gyaa hai।",5,"['Quad-Core 2.5 GHz CPU', 'Radeon HD 6750M 512MB graphic card', 'integrated Intel 4000 card', 'wireless Apple Keyboard and Mouse', 'package']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
419:2,is pr ek cover rkho aur thod़aa better hogaa lekin vh merii ekmaatr complaint hai।,1,['cover'],['neutral']
291:6,kuchh hours ke mdr maim gestures ko unconsciously use kr rhaa thaa।,1,['gestures'],['positive']
796:33:00,yh mac ek extender cable ke saath aataa hai aur maim abhii iskaa use kr rhaa hoom hope kr rhaa hoom ki cable kii years tk nice rhegaa maim is mac kaa use krne kaa plan bnaa rhaa hoom।,2,"['extender cable', 'cable']","['neutral', 'positive']"
630:1,Black MacBook se start hone vaalii MacBooks kii series mem yh third hai।,0,[],[]
293:3,ye 2.9ghz dual-core i7 chip ne sch mem piichhle ko piichhe chhod़ diyaa।,1,['2.9ghz dual-core i7 chip'],['positive']
676:1,"jb se maim Apple productsc kaa use kr rhaa hoom~, meraa life enrich huaa hai।",0,[],[]
564:1,maimne mt mem yh kiyaa hai aur is machine ko bhut aage jaanaa hai।,0,[],[]
807:17:00,yh kaaphii snappy hai aur lgbhg 30 second mem starts up hotaa hai jo mere lie kaaphii good hai।,1,['starts up'],['positive']
807:35:00,iskii jo kuchh chiijem  wrong haim bhut minor chiijem haim।,0,[],[]
463:26:00,"to noise km se km 50% reduce ho jaataa hai aur heat bhut better hotii hai, ab yh hot nhiim lekin warm feel hotaa hai।",2,"['heat', 'noise']","['conflict', 'conflict']"
1101:1,Windows 8 pr sure nhii hoom।,1,['Windows 8'],['neutral']
204:4,yh is point pr ek lottery hai jaisaa ki maimne read kiyaa hai ki any ne ek hii problem ke saath new receive kie haim।,0,[],[]
71:1,merii ek complaint yh hai ki koii internal CD drive nhiim thii।,1,['internal CD drive'],['negative']
997:1,is new netbook mem koii hard drive yaa network lights nhiim hai।,2,"['hard drive', 'network lights']","['neutral', 'neutral']"
573:1,mere lie Mac use krne kaa yh first time hai aur maim is move se vaastv mem happy hoom।,0,[],[]
199:1,Apple product ke lie koii complaints nhiim hai।,0,[],[]
464:1,New MacBook mere old white plastic MacBook circa 2006 se light-years aage hai।,0,[],[]
441:1,maim khoomgaa ki 85% design industry achchhe reason se Mac hai।,0,[],[]
289:1,"maim 13"" MacBook Air yaa MacBook Pro 13"" (donom  baseline models, 1,200 $ retail priced pr) ke biich decide krne mem tough time mem thaa",1,['priced'],['neutral']
918:1,maimne jo last new mac buy kiyaa vh 1998 mem kiyaa thaa।,0,[],[]
38:1,"aise reviews haim jo kuchh possible glitches se baat krte haim lekin, maimne unhem abhii tk nhiim dekhaa hai।",0,[],[]
98:1,bhut adhik expense nhiim hai aur adhikmsh users aur kii ports ke lie pryaapt storage hai।,2,"['storage', 'ports']","['positive', 'positive']"
152:1,maim mini se bhut satisfy hoom।,0,[],[]
805:53:00,kisii bhii background activity vaale room mem audio volume kaaphii low hai aur asl mem unusable hai।,1,['audio volume'],['negative']
747:1,"maim next year college jaa rhaa hoom aur maim jin goals ko pursue krne kaa try kr rhaa hoom, uske lie mujhe ek cheaper, quality computer chaahie।",0,[],[]
7:1,2012 ke Mac Mini ke release hone ke ek month ke short time mem is issue ko lekr 1000 se adhik posts haim aur numbers bdh़te jaa rhe haim।,0,[],[]
389:1,yh lightweight aur class mem carry krne ke lie size perfect hai।,1,['size'],['positive']
921:1,agr aapko poochhnaa hai ki aapne ek Mac own nhiim kiyaa haim aur aapkaa abhii ptaa nhiim hai।,0,[],[]
790:52:00,"mere sbhii devices ek doosre se ""talk"" krte haim।",0,[],[]
383:3,5 stars kyom nhiim?,0,[],[]
213:1,Very Very Highly Recommended.,0,[],[]
870:1,? mujhe kevl 15.4 MacBook Pro  Model # MD103LL / A mem interest hai,0,[],[]
659:1,mujhe nhiim ptaa ki maimne switch jldii kyom nhiim kiyaa ... o hm kyomki yh expensive hai।,0,[],[]
790:27:00,mujhe Windows 8 kaa demonstration diyaa gyaa thaa।,1,['Windows 8'],['neutral']
313:0,Macbook Pro college students ke lie premier choice hai।,0,[],[]
314:3,"unke products, jinmem MBP include haim, beautiful, sleek aur clever haim।",0,[],[]
315:07:00,MBP beautiful hai kii wonderful capabilities haim।,1,['capabilities'],['positive']
339:4,"maimne sochaa ki yh fine hogaa, agr maim kuchh settings krtaa hoom।",1,['settings'],['neutral']
349:1,Runs very smoothly.,1,['Runs'],['positive']
360:0,Perfect--thanks so.,0,[],[]
363:5,yh shaayd kbhii crash bhii hotaa hai।,0,[],[]
367:0,maim mail mem ise paane ke lie bhut excited thaa maimne lgbhg khud ko heart attack diyaa।,0,[],[]
808:35:00,sbhii Windows updates install hone ke baad Boot-up kaaphii slow ho gyaa thaa।,2,"['Boot-up', 'Windows updates']","['negative', 'negative']"
07:21,adhik smbhaavnaa yh hai ki logic board ko replacing kii aavshyktaa hogii kyomki ve admit krte haim ki unke paas ek problem hai aur ve ek solution ke saath aae haim।,1,['logic board'],['negative']
375:3,"jb mt mem maimne ise mere hand mem hold  kiyaa maimne ise kiss kiyaa, hm~ maimne kiyaa।",0,[],[]
1056:1,"yh important thaa ki yh un sbhii tasks ko krne ke lie kaaphii powerful thaa jo use internet, word processing, graphic design aur gaming  pr aavshyk the।",4,"['internet', 'word processing', 'graphic design', 'gaming']","['positive', 'positive', 'positive', 'positive']"
375:4,yh computer cheap nhiim hai aur mere lie achievement ko represent krtaa hai।,0,[],[]
227:1,mujhe Mini Mac psmd hai ise setup krnaa aur install krnaa easy thaa lekin maim learn kr rhaa hoom ki maim jaaoom aur ek tutorial kaa use krke learn kr skoom ki maim PC pr vishesh roop se right mouse click menu mem kuchh features kaa use kaise kr sktaa hoom।,5,"['setup', 'install', 'tutorial', 'features', 'right mouse click menu']","['positive', 'positive', 'neutral', 'neutral', 'neutral']"
375:10:00,GET THIS MACHINE,0,[],[]
376:4,yh shiny hai aur yh pretty hai।,0,[],[]
378:1,Runs real quick.,1,['Runs'],['positive']
375:5,oopr jo bhii hai kinaare kro yh machine ROCK krtii hai। ,0,[],[]
494:1,ek separate RAM memory buy krem aur aapke paas ek rocket hogaa!,1,['RAM memory'],['positive']
805:30:00,"choomki machine kii slim profile mere lie critical hai, islie yh ek problem thii।",1,['profile'],['negative']
320:15:00,"Bottom line, agr aap ise afford kr skte haim, to ek Mac lem!",0,[],[]
329:2,mere Gateway ko mujh pr crap out ke baad maimne aakhir mem chhlmg lgaaii।,0,[],[]
1077:1,"scale aur printers  ko connect krne ke lie WiFi capability, disk drive aur kii USB ports sbhii aavshyk the।",3,"['disk drive', 'USB ports', 'WiFi capability']","['positive', 'positive', 'positive']"
1053:13:00,"SD card reader thod़aa recessed aur upside down hai (nail slot on the card access nhiim kiyaa jaa sktaa hai), agr yh self ejecting slot hotaa to yh ek issue nhiim hotaa, lekin yh nhiim hai।",3,"['SD card reader', 'nail slot on the card', 'slot']","['negative', 'negative', 'negative']"
615:1,"Soft touch, laser cut precision aur binaa kisii flaws ke anodized aluminum.",2,"['touch', 'anodized aluminum']","['positive', 'positive']"
801:33:00,"Simple details, crafted aluminium aur real glass is laptop ko any plastic ridden, bulky sticker fill kie hue laptops ud़aa dete haim।",2,"['aluminium', 'glass']","['positive', 'positive']"
261:0,sbse phle hm~ yh ek mac hai aur ismem achchhe se brush kiyaa huaa aluminum hai।,1,['aluminum'],['positive']
336:0,kaun laptop bnaataa hai jo aapke lap mem rest nhiim kr sktaa hai?,0,[],[]
115:1,"sb khne aur krne ke baad, maimne anivaary roop se us $ 450 savings ko 16GB of RAM, TWO Seagate Momentus XT hybrid drives aur OWC upgrade kit buy krne aur second hard drive install krne ke lie use kiyaa।",4,"['16GB of RAM', 'Seagate Momentus XT hybrid drives', 'OWC upgrade kit', 'hard drive']","['neutral', 'neutral', 'neutral', 'neutral']"
843:1,"Dell Inspiron fast hai aur number pad on the keyboard, jise maim apne Apple laptops pr miss krtaa hoom।",1,['number pad on the keyboard'],['positive']
338:0,"jaisaa ki maimne is review ko type krne kaa try kiyaa, new macbook pro hang kr gyaa।",0,[],[]
385:11:00,MacBook Pro ek great product hai jo average consumer kii needs ko pooraa kr sktaa hai।,0,[],[]
578:1,"maim concerned thaa ki regular hard drive ke downgrade se yh unacceptably slow ho jaaegaa, lekin mujhe worried hone kii aavshyktaa nhiim hai - yh machine sbse fast hai jo maimne kbhii own kii।",1,['regular hard drive'],['positive']
523:1,iske paas abhii bhii CD slot hai।,1,['CD slot'],['neutral']
754:11:00,No HDMI port.,1,['HDMI port'],['neutral']
797:19:00,mujhe Mountain Lion install krnaa thaa aur ismem two good hours lg ge।,1,['Mountain Lion install'],['negative']
266:25:00,Mac pr Customization asmbhv hai।,1,['Customization'],['negative']
385:14:00,mujhe hope hai ki yh review help krtaa hai।,0,[],[]
315:08:00,"haalmki, aapko khud ko adjust krnaa hogaa ki yh kyaa kregaa, n ki jo aap isse krnaa chaahte haim।",0,[],[]
34:22:00,maim jld hii HD ke saath Micron SSD replace kr rhaa hoom।,2,"['HD', 'Micron SSD']","['neutral', 'neutral']"
275:12:00,pls right click button ke replacement ke roop mem two finger clicking aashchryjnk roop se intuitive hai।,2,"['two finger clicking', 'right click button']","['positive', 'neutral']"
397:15:00,mere MacBook se bhut superior hai।,0,[],[]
397:17:00,Super Drive quiet hai।,1,['Super Drive'],['positive']
408:9,yh kaaphii easy thaa।,0,[],[]
1035:1,"Power plug ko battery charge krne ke lie power adaptor se connect krnaa pd़taa hai, lekin connect nhiim rhegaa।",3,"['Power plug', 'power adaptor', 'battery']","['negative', 'neutral', 'neutral']"
409:0,maimne Xmas ke lie apne nephews ke lie kuchh notebooks buy krne kaa decide kiyaa।,0,[],[]
1064:1,"Battery poorii trh se dead thii, vaastv mem yh lgbhg ek quarter inch thick lump ke niiche grow kiyaa gyaa thaa।",1,['Battery'],['negative']
417:8,This is no exception.,0,[],[]
429:0,agr aapko practicality psmd hai to yh laptop aapke lie hai।,1,['practicality'],['positive']
398:2,The OS is great.,1,['OS'],['positive']
472:0,mere paas 2007 se ek black macbook hai।,0,[],[]
203:1,maimne kii monitors aur kii HDMI cables try kiyaa aur hr baar yhii case rhaa।,2,"['monitors', 'HDMI cables']","['neutral', 'neutral']"
497:3,"CONS: Price thod़aa ridiculous hai, thod़aa heavy hai।",1,['Price'],['negative']
534:4,"agr aisaa hai, to maim poorii trh se happy hoom।",0,[],[]
565:5,10/10 five stars recommend kremge।,0,[],[]
1160:2,Troubleshooting ne khaa ki yh AC adaptor thaa islie hmne ek new orderekiyaa।,1,['AC adaptor'],['neutral']
478:2,"mujhe meraa machine psmd aa gyaa hai, aur yh pampered thaa।",0,[],[]
47:1,Fan tbhii on hotaa hai jb aap playing a game krte haim।,2,"['Fan', 'playing a game']","['neutral', 'neutral']"
961:1,"jismem yh nhiim thaa, kevl 3 USB 2 ports।",1,['USB 2 ports'],['neutral']
279:2,"koii startup disk include nhiim thaa, lekin yh meraa fault ho sktaa hai।",1,['startup disk'],['neutral']
48:35:00,"""tools"" menu nhiim hai।",1,"['""tools"" menu']",['neutral']
716:1,yh bhut fast hai aur ismem vh sb kuchh hai jiskii mujhe need hai ek word program ko chhod़kr।,1,['word program'],['negative']
217:1,CD/DVD drive aur ek bd़aa power switch chaahie।,2,"['CD/DVD drive', 'power switch']","['neutral', 'negative']"
624:1,ab tk kaa best laptop hai।,0,[],[]
840:1,Windows 7 ke saath meraa laptop crash ho gyaa aur mujhe Windows 8 nhiim chaahie thaa।,2,"['Windows 7', 'Windows 8']","['negative', 'negative']"
1130:1,Online electronic item buy krne ke baare mem skeptical thaa lekin yh ek positive experience thaa।,0,[],[]
690:4,is pr scratch yaa mark nhiim haim।,0,[],[]
121:1,Install krne mem easy hai apne bedroom mem khiim bhii chhod़ne ke lie small hai configure for ADSl cable or wifi bhii bhut easy hai।,2,"['Install', 'configure for ADSl cable or wifi']","['positive', 'positive']"
721:0,Words express nhiim kr skte ki maim apne new Mac ko kitnaa psmd krtaa hoom~।,0,[],[]
1008:1,Speakers better ho skte the lekin yh ek deal breaker nhiim thaa ... yh ek great little laptop hai ... yh psmd hai!,1,['Speakers'],['conflict']
572:0,Received item bilkul vaisaa hii thaa jaisaa identify kiyaa gyaa thaa।,0,[],[]
688:0,iskaa sb kuchh mac offer krtaa hai।,0,[],[]
688:1,Nice packing.,1,['packing'],['positive']
630:10:00,"Elegant hone ke alaavaa, MacBooks durable haim।",0,[],[]
62:1,"maimne is pr switch kiyaa kyomki maim kuchh different chaahtaa thaa, yhm tk ki maim windows ko miss krtaa hoom।",1,['windows'],['positive']
630:14:00,"hm, competing PC laptops kii tulnaa mem MBP adhik expensive hai।",0,[],[]
464:4,"Apple ab computer ke saath iDVD include nhiim krtaa hai aur iske alaavaa, Apple ise ab aur offer bhii nhiim krtaa hai!",1,['iDVD'],['negative']
991:1,"maim bhii Windows 7 chaahtaa thaa, jo ismem hai।",1,['Windows 7'],['positive']
941:1,"sbse phle, maim Mac system use krne mem thod़aa uncomfortable feel krtaa hoom।",1,['Mac system'],['negative']
440:1,maim windows ke saath computers ke lie used to hoom islie mujhe apnaa raastaa khojne mem thod़ii difficulty ho rhii hai।,1,['windows'],['neutral']
788:53:00,unhomne ise replace kr diyaa aur ab tk bhut good hai।,0,[],[]
626:1,yh bs box se baahr aate hii work krtaa hai aur aapke paas OS ke saath bhut saare cool software include haim।,3,"['work', 'software', 'OS']","['positive', 'positive', 'neutral']"
574:0,hr aspect mem good hai।,0,[],[]
525:1,yh jaisaa advertise huaa hai yhaa hai great work krtaa hai aur money kaa waste nhiim hai!,1,['work'],['positive']
644:1,"yh mere mac ke saath yh replace kr diyaa gyaa thaa jo steal ho gyaa thaa, yh ek great computer hai।",0,[],[]
757:3,bs thod़aa careful rhem; aapko hmeshaa doosrom ke lie kuchh good stuff give up krnaa hogaa।,0,[],[]
787:22:00,Champ kii trh run kr rhaa hai,1,['run'],['positive']
788:35:00,vaastv mem bhut achchhaa hai... mujhe beginning se start krne dem।,0,[],[]
692:1,OS ke lie premium price kisii bhii doosre chiij़ se jyaadaa hai।,2,"['price', 'OS']","['positive', 'neutral']"
575:0,yh mere grandson ke lie ek gift thaa।,0,[],[]
976:1,"maim reviews ke base pr touchpad ke baare mem thod़aa concern thaa, lekin maimne iske saath work krnaa thiik paayaa।",1,['touchpad'],['positive']
762:1,"maimne is Mac book pro ko ek new 27"" iMac ke saath buy kiyaa aur ve abhii bhii ek PC kii tulnaa mem light years adhik reliable haim to maimne apne my Mac computers kii reliability mem giraavt dekhii hai।",1,['reliability'],['conflict']
807:41:00,"phle mentioned kii gii sound best nhiim hai, lekin ise headphones ke saath solve kiyaa jaa sktaa hai।",2,"['sound', 'headphones']","['conflict', 'neutral']"
803:34:00,"Track pad smy-smy pr thod़aa squirrely hotaa hai- kbhii-kbhii bhut sensitive bhii hotaa hai, aur kbhii-kbhii thod़aa unresponsive, lekin yh usable hai।",1,['Track pad'],['conflict']
479:6,"haalmki, experience bhut great thaa kyomki OS unstable nhiim hotaa hai aur application bs shutdown ho jaaegaa aur reopen ho jaaegaa।",2,"['OS', 'application']","['positive', 'positive']"
478:3,"phir kevl FOUR months baad, meraa great MacBook pro fail ho gyaa।",0,[],[]
258:1,"ydi aap mujhse poochhem, to is price ke lie ise include kiyaa jaanaa chaahie।",1,['price'],['negative']
1044:1,Battery vaisii nhiim hai jaisii product photos mem show kii gii thii।,1,['Battery'],['negative']
416:1,"haalmki maim ek pc kii price ke lie do baar speed paa sktaa thaa, mujhe abhii bhii lgtaa hai ki Mac jaisaa kuchh bhii nhiim hai।",2,"['price', 'speed']","['conflict', 'conflict']"
30:35:00,Apple apne doosre computers kii tulnaa mem bhut adhik economical triikaa dhoomdhtaa hai।,0,[],[]
367:1,Shipping quick thii aur jo product describe kiyaa gyaa thaa vhii product send kiyaa gyaa thaa aur bhut kuchh।,1,['Shipping'],['positive']
478:5,maim bhut disgust hoom ki maimne is product pr apnaa money waste kiyaa।,0,[],[]
432:2,aapko ek box aur ek computer milegaa।,0,[],[]
718:1,Retina display display pictures bnaate haim jinhem maimne years phle liyaa thaa impressive hai।,1,['Retina display display'],['positive']
445:22:00,yh kevl 3 months jo mere paas thaa mem ek baar mujh pr crash huaa thaa।,0,[],[]
109:1,Mac Mini smbhvth vhm compact computing kaa sbse simple  example hai।,1,['compact computing'],['positive']
96:1,"iske bjaay, maim actual performance and feature set of the hardware pr adhik focus kroomgaa islie aap ek educated decision le skte haim ki kaun saa Mac buy krnaa hai।",1,['performance and feature set of the hardware'],['neutral']
448:11:00,meraa bag thod़aa light ho gyaa।,0,[],[]
450:0,maim exaggerate nhiim kr rhaa hoom~ jb maim khtaa hoom~ ki yh computer perfect hai..yh hai !!,0,[],[]
316:3,"yh machine flawless, fast aur classy hai।",0,[],[]
795:32:00,"any ports mem FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack include hai।",5,"['ports', 'FireWire 800', 'Gigabit Ethernet', 'MagSafe port', 'Microphone jack']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
388:2,maim half night tk apne new MacBook Pro ko enjoy krtaa rhaa।,0,[],[]
798:53:00,yh laptop Chromebook se 100 gunaa better hai!,0,[],[]
325:1,"iske atirikt, computer mem mushkil se ek ventilation system hai, aur yhm tk ki watching videos playing steam games kii simple activity se laptop bhut hot ho jaataa hai, aur yhm tk ki lap mem rkhnaa impossible hotaa hai।",3,"['ventilation system', 'watching videos', 'playing steam games']","['negative', 'neutral', 'neutral']"
795:54:00,"$1899 mem start krne ke lie, yh koii cheap machine nhiim hai।",0,[],[]
965:1," Acer support ke saath chatting, mujhe advise dii gii thii ki problem corrupt operating system files thii।",2,"['Acer support', 'operating system files']","['neutral', 'neutral']"
50:1,Purchase ke baad se couple weeks ho ge haim aur maim correct keys find krne mem struggle kr rhaa hoom (lekin yh expected thaa)।,1,['keys'],['neutral']
326:3,"bhut se people new OS ke baare mem complain krte haim, aur Apple ke lie ise jld se jld fix krnaa urgent hai!",1,['OS'],['negative']
789:57:00,ab jb maimne Lion ko upgrade kiyaa hai to maim MAC OS ke baare mem bhut happy hoom aur maimne office ke lie sirph iMac buy kiyaa hai।,2,"['Lion', 'MAC OS']","['positive', 'positive']"
788:59:00,RAM aur HDD User upgradeable hai।,2,"['RAM', 'HDD']","['positive', 'positive']"
791:31:00,lekin maim CD/DVD player ke lie Pro chaahtaa thaa।,1,['CD/DVD player'],['positive']
796:36:00,"maimne ise incorrectly read kiyaa, lekin sorry se better safe hai right?",0,[],[]
389:0,The ultimate graduation gift.,0,[],[]
347:1,RAM memory achchhii hai lekin 4Mb ke bjaay 8Mb ke lie splurge honaa chaahie।,1,['RAM memory'],['conflict']
792:57:00,"Month ke lie buy krne ke lie debate kr rhaa thaa, youtube pr different stuff kii jmch kii, aur different articles aur debates ko read kiyaa, maim vaastv mem money spend nhiim krnaa chaahtaa thaa lekin maim glad hoom ki maimne kiyaa।",0,[],[]
316:4,maim ise psmd krtaa hoom aur ise hr kisii ke lie recommend krumgaa jo constant attention jo PC ke lie aavshyk hai se tired ho gyaa hai।,0,[],[]
500:1,maim phlii baar mem thod़aa worry huaa kyomki mere paas os.x kaa bhut adhik experience nhiim hai aur windows kaa use krne ke kii years ke baad windows hmeshaa mere lie second nature rhaa hai।,3,"['os.x', 'windows', 'windows']","['neutral', 'positive', 'neutral']"
301:5,"maim college mem Infosys kaa major hoom, islie maimne is issue pr khud se research start kiyaa thaa।",0,[],[]
303:5,Solution: yh kaaphii simple niklaa।,0,[],[]
574:1,Supporting softwares ke saath any OS kaa use ise bhut better bnaataa hai।,2,"['OS', 'softwares']","['neutral', 'neutral']"
303:13:00,abhii bhii yh solve nhiim huaa hai।,0,[],[]
305:3,"maimne tb Mac OS X 10.8 ""Mountain Lion"" mem upgrade kiyaa।",1,"['Mac OS X 10.8 ""Mountain Lion""']",['neutral']
293:2,yh EXTREMELY fast hai aur kbhii lag nhii krtaa।,0,[],[]
301:7,maimne unhem btaayaa ki maimne bs apnaa brand new MacBook receive kiyaa hai lekin mujhe issue ho rhaa hai।,0,[],[]
898:1,"maim Air buy krne pr consider kr rhaa thaa, lekin reality mem, yh ek adhik powerful performance hai aur bhut convenient lgtaa hai, bhle hii yh lgbhg 20 inch thicker aur 2 lbs heavy ho।",1,['performance'],['positive']
891:1,"Home aur office mem ise external 24"" LCD screen mem plugg kiyaa jaataa hai, islie built in screen size terribly important nhiim hai।",2,"['built in screen size', 'external 24"" LCD screen']","['neutral', 'neutral']"
301:10:00,ummiid hai ki meraa replacement brand new hai।,0,[],[]
65:1,bs saavdhaan rhem koii DVD slot nhiim hai islie jb maim software install krne gyaa mujhe CD on krnaa thaa maim nhiim kr skaa।,2,"['software 'install', 'DVD slot']","['negative', 'neutral']"
994:1,"maimne apne writing ko dedicate krne mem able hone ke lie ek small, portable laptop buy kiyaa aur yh jaankr surprise rh gyaa ki aisaa krne ke lie mujhe ek word processing program buy krne kii need hai।",1,['word processing program'],['neutral']
443:1,"MacBook Pro kaa yh version third-generation CPU (""Ivy Bridge"") mem chltaa hai, n ki latest fourth-generation Haswell CPU ke 2013 version mem।",2,"['third-generation CPU (""Ivy Bridge"")', 'fourth-generation Haswell CPU']","['neutral', 'neutral']"
316:1,"vaastv mem, mujhe lgtaa hai ki maim ek PC se change se intimidate thaa।",0,[],[]
245:1,"New version mem koii Cd Rom nhiim hai। aisaa koii triikaa nhiim hai ki maim kisii pr utnaa money spend kroom, jismem old version kii tulnaa mem less features hom।",2,"['Cd Rom', 'features']","['neutral', 'negative']"
380:1,nishchit roop se is pr money spend krne laayk hai।,0,[],[]
270:1,mere paas three words haim: Junk kaa Piece!,0,[],[]
1069:43:00,"Laptop ke lie volume vaastv mem low hai, itnaa volume low hone kii ummiid nhiim thii। mujhe is computer mem is chiij se nphrt hai",2,"['volume', 'volume']","['negative', 'negative']"
809:08:00,merii sbhii personal needs ko pooraa krtaa hai।,0,[],[]
30:39:00,maim pro-active type kaa hoom islie maimne off kiyaa aur preventive fixes kie।,0,[],[]
800:02:00,aur yh mushkil nhiim hai ki yh kisii se achaank se tkraa jaae islie maim ise protect krne ke lie ek case lene ke lie recommend krtaa hoom।  ,1,['case'],['neutral']
397:1,Mac jiske lie hai maim use explore krnaa chaahtaa thaa।,0,[],[]
285:1,mujhe yh Amazon se ek amazing price pr milaa aur yh bs time pr hii aa gyaa।,1,['price'],['positive']
43:1,"hr time jb maim log into the system krtaa hoom to kuchh hours ke baad, yh poorii trh se frustrating process hai jisse mujhe gujrnaa pd़taa hai।",1,['log into the system'],['negative']
870:0,adhikmsh reviews 13.3 MacBook Pro  Model # MD101LL/A ke lie lgtii haim।,0,[],[]
